term	Category	Freq	Term	Total	loglift	logprob
983	Topic6	0.40318196017653185	grades	0.559355722065138	0.996681219078847	0.028102341000793753
1058	Topic6	0.40318196017653185	consisting	0.40318196017653185	1.0	0.028102341000793753
1279	Topic6	0.4031819601765317	ST2	16.083497824947894	0.7494425190455806	0.028102341000793753
1386	Topic6	0.40318196017653185	Left	0.40318196017653185	1.0	0.028102341000793753
1923	Topic6	0.40318196017653185	combinations	0.40318196017653185	1.0	0.028102341000793753
1260	Topic6	0.39470738167011005	Echocardiographic	86.19374650875072	0.3485988838934744	0.027511651142246515
1031	Topic6	0.3073993316544168	31,	7.370688747235242	0.8350564783686473	0.021426159141113635
674	Topic6	0.2989247531479945	complications	1.5263079755987434	0.9659067172818521	0.020835469282566396
1267	Topic6	0.29892475314799455	Operative	7.74019624656896	0.8237276330085541	0.020835469282566396
170	Topic6	0.10425720702853739	(intention-to-treat	0.10425720702853739	1.0	0.007266871718227359
181	Topic6	0.10425720702853739	RT-MCE	0.43759054036187073	0.9732506824612451	0.007266871718227359
1363	Topic6	0.10425720702853739	intention-to-treat	0.8246237917018019	0.9439334077668726	0.007266871718227359
1543	Topic6	0.10425720702853739	From	0.10425720702853739	1.0	0.007266871718227359
381	Topic6	0.10314212462587934	Efficacy	2.750531813428051	0.8192379723790681	0.007189148930457389
687	Topic6	0.10314212462587934	people	0.10314212462587934	1.0	0.007189148930457389
1312	Topic6	0.10314212462587934	intimate	0.916906813719784	0.9364846409903284	0.007189148930457389
226	Topic6	0.09999999999999999	CIN2	90.33005740773417	0.11420070063965414	0.0069701384924288875
268	Topic6	0.10000000000000002	pregnancy	0.39241033211158644	0.9754796724025298	0.0069701384924288875
685	Topic6	0.1	Correlation	0.46101298438967947	0.9699000930100985	0.0069701384924288875
860	Topic6	0.09999999999999996	Blood	4.837919220230055	0.7105859558088103	0.0069701384924288875
971	Topic6	0.1	changes	1.2868117788224083	0.9074222537253618	0.0069701384924288875
1114	Topic6	0.1	(main	2.511033722052503	0.8283209633016024	0.0069701384924288875
1417	Topic6	0.09999999999999999	began	1.1090854446494796	0.920179266271116	0.0069701384924288875
1496	Topic6	0.1	Median	1.6346991866624485	0.8834480343947703	0.0069701384924288875
1675	Topic6	0.1	199094	0.7217676521879378	0.9492624207493593	0.0069701384924288875
173	Topic6	0.09578262852211514	gray	3.7726328162677523	0.751883748075407	0.006676181859680117
267	Topic6	0.09578262852211514	Randomized	0.09578262852211514	1.0	0.006676181859680117
596	Topic6	0.09578262852211514	Cells	0.41731204980042313	0.9719524885354388	0.006676181859680117
924	Topic6	0.09578262852211511	weight	3.5591875749099646	0.7628717130312187	0.006676181859680117
991	Topic6	0.09578262852211514	quality	0.4907772140547444	0.9657634125080383	0.006676181859680117
992	Topic6	0.09578262852211512	chemotherapy	1.306749444852677	0.9019712394547932	0.006676181859680117
1035	Topic6	0.09578262852211514	kit	0.09578262852211514	1.0	0.006676181859680117
1193	Topic6	0.09578262852211515	Increasing	3.958130247778187	0.7425884067373975	0.006676181859680117
1385	Topic6	0.09578262852211514	against	0.09578262852211514	1.0	0.006676181859680117
1565	Topic6	0.09578262852211514	infection,	0.40349090543402516	0.9731257277579516	0.006676181859680117
1628	Topic6	0.09578262852211515	rates,	0.6319677812184296	0.9540874366697726	0.006676181859680117
1814	Topic6	0.0957826285221151	lung,	29.57746492772543	0.2742773004093777	0.006676181859680117
1838	Topic6	0.09578262852211515	Genetic	28.490504072345168	0.28181781158380503	0.006676181859680117
1977	Topic7	14.863671640762437	(Derivation	29.623282277688045	0.834680990648091	0.05310034522561491
226	Topic7	12.475505680357687	CIN2	90.33005740773417	0.4454855061694973	0.04456864188753918
922	Topic7	12.188305747842929	Cut-Off	51.95544430282967	0.6057740872566596	0.04354262248036367
1324	Topic7	8.14743803323412	index,	22.341212755687405	0.7421258213685543	0.02910665565852376
1260	Topic7	7.963547897858563	Echocardiographic	86.19374650875072	0.3379072566855053	0.02844970965567684
1279	Topic7	4.645655010189822	ST2	16.083497824947894	0.6706556440340713	0.016596564483009082
787	Topic7	3.5944915300400075	Size,	27.149860884069582	0.4334462169217061	0.012841291557614258
1838	Topic7	3.0655068526371343	Genetic	28.490504072345168	0.37674834028282805	0.010951498129177601
195	Topic7	2.6778730489700586	onset	7.261490378425291	0.745486149887646	0.009566679539712037
1583	Topic7	2.5465867240252402	Not	9.710839054523188	0.640560378526447	0.009097660218883275
879	Topic7	2.4733260440576057	referrals	3.8856915824559435	0.8977476090311072	0.00883593703959316
1979	Topic7	2.3260608421189097	lymphoblastic	3.4985579903545996	0.9086438307867908	0.008309833311546628
1031	Topic7	2.2201971051072595	31,	7.370688747235242	0.683661649185793	0.007931635977936533
944	Topic7	2.1582476935877954	Markers	3.271884170691589	0.9066848819497328	0.00771032221255531
1193	Topic7	2.1582476935877954	Increasing	3.958130247778187	0.8573830206596972	0.00771032221255531
1172	Topic7	1.9972767145491162	1999:	5.355428341159683	0.7488598789918706	0.0071352547080486915
294	Topic7	1.9307134384310636	sensitivity/neurology	10.943630277948367	0.51783687639519	0.006897457949169591
173	Topic7	1.91134758955771	gray	3.7726328162677523	0.8373563699805546	0.006828273612646569
1814	Topic7	1.854428730179995	lung,	29.57746492772543	0.2511402709124492	0.00662493145359913
1291	Topic7	1.6926545620779472	varying	3.7225264538381495	0.8069748973304606	0.006046994562740526
324	Topic7	1.6832998963185621	cutoff	2.430253817710863	0.9186881396194431	0.006013575095915698
442	Topic7	1.4872656545639604	maternal	3.913674773609003	0.7544843462589179	0.005313244372471579
1854	Topic7	1.3797645857747747	Assess	1.930981339471992	0.9261969618077214	0.004929197684493513
449	Topic7	1.3729211274537312	pollutants	3.2379641153994774	0.7868100878099874	0.004904749485679167
1738	Topic7	1.3566664653692033	countries	4.699978525424379	0.6704487906440993	0.004846679838483309
1622	Topic7	1.312199738114169	200306	2.4764046689457686	0.8496442376281228	0.004687822819479996
182	Topic7	1.1435053935831696	special	1.3935053935831696	0.9582152007068325	0.004085163654994754
296	Topic7	1.1435053935831696	mothers	1.3101720602498363	0.9717499935209695	0.004085163654994754
541	Topic7	1.1435053935831696	entry	1.1435053935831696	1.0	0.004085163654994754
654	Topic7	1.1435053935831696	Admission)	1.1435053935831696	1.0	0.004085163654994754
857	Topic7	1.1435053935831696	adjusted	1.1435053935831696	1.0	0.004085163654994754
869	Topic7	1.1435053935831696	first-degree	1.1435053935831696	1.0	0.004085163654994754
915	Topic7	1.1435053935831696	dementia,	1.1435053935831696	1.0	0.004085163654994754
987	Topic7	1.1435053935831696	(t0)	1.1435053935831696	1.0	0.004085163654994754
1355	Topic7	1.1435053935831696	FFR	1.1435053935831696	1.0	0.004085163654994754
1445	Topic7	1.1435053935831696	and	1.1435053935831696	1.0	0.004085163654994754
1566	Topic7	1.1435053935831696	Transplant,	1.5409898790270273	0.9351630221488813	0.004085163654994754
1905	Topic7	1.1435053935831696	ages	1.2996791554717757	0.9734813766503906	0.004085163654994754
778	Topic7	1.1345206475649658	Conventional	2.857328113355655	0.767527428947258	0.004053065723416213
164	Topic7	1.1199330858675907	quinacrine	6.867708669432202	0.49415100920138133	0.0040009517787024254
289	Topic7	1.1112464057038622	period	2.9802776856527387	0.7487974557660189	0.003969918684948291
754	Topic7	1.1093860359838676	based	3.1664066241859348	0.7300142900328738	0.003963272529357226
250	Topic7	1.1016874196943252	Experienced	1.1016874196943252	1.0	0.003935769285702869
1554	Topic7	1.1016874196943252	measured	1.1016874196943252	1.0	0.003935769285702869
1972	Topic7	1.0485109309956402	Motion	3.189553212108398	0.7105846430753193	0.0037457967152618983
145	Topic7	1.0228674649672522	National	3.259469112359203	0.6963124884088276	0.003654185642856718
210	Topic7	1.0043916291431088	careHPV	7.338894264319311	0.44287987004433604	0.00358818087066414
501	Topic7	0.9896464616645634	part	8.960586377772536	0.3836550448023711	0.003535503880587677
1932	Topic7	0.9844111088338439	Obstructive	3.1525380302028823	0.6947819582687116	0.0035168006254695577
1499	Topic7	0.9662305194235679	11,	3.384290112181505	0.6670402368785215	0.0034518506186728996
1260	Topic8	45.61761615771255	Echocardiographic	86.19374650875072	0.6829417233446545	0.07902253484735533
226	Topic8	25.9439952891648	CIN2	90.33005740773417	0.4356717362155734	0.04494229301087735
1814	Topic8	12.174085533290208	lung,	29.57746492772543	0.5726949638393748	0.02108893842596073
1838	Topic8	10.959367706333241	Genetic	28.490504072345168	0.5449845359272162	0.018984705677836684
922	Topic8	10.646457097454462	Cut-Off	51.95544430282967	0.3305622988415137	0.018442656540311787
1977	Topic8	8.94598643134526	(Derivation	29.623282277688045	0.4532317771374421	0.015496963323793243
365	Topic8	8.402310119138289	weight,	18.396849579330087	0.6169630649016119	0.01455516311708092
787	Topic8	7.384275493291266	Size,	27.149860884069582	0.4171753915573636	0.012791640963299777
1583	Topic8	6.213956457278424	Not	9.710839054523188	0.7729661031977552	0.01076431940212669
501	Topic8	5.7366150476697655	part	8.960586377772536	0.7731993270559585	0.009937429894255988
1324	Topic8	4.323196718215275	index,	22.341212755687405	0.31493076349869836	0.007488992018698026
1279	Topic8	3.820357409640169	ST2	16.083497824947894	0.3737777146754633	0.0066179329820504375
294	Topic8	3.5996985317572	sensitivity/neurology	10.943630277948367	0.48430158331649203	0.006235689775684705
223	Topic8	3.528739412179328	respiratory	8.701986118426188	0.5665159333631716	0.006112768633111319
1738	Topic8	2.9993077707230436	countries	4.699978525424379	0.7716354081971889	0.005195644200487973
1267	Topic8	2.778155327825398	Operative	7.74019624656896	0.517537795254294	0.00481254600076974
164	Topic8	2.717837507227715	quinacrine	6.867708669432202	0.5564999553439156	0.004708058579427556
1620	Topic8	2.4532010896535517	Annulus	3.6737673982938297	0.7938497184638806	0.004249633911699758
1841	Topic8	2.296827344884869	75th	2.546827344884869	0.9462433838958743	0.003978750627214375
1892	Topic8	2.205844337174184	Thrombolytic	3.0230133611842542	0.8379739138821246	0.0038211424814384525
1955	Topic8	2.181343368057969	IHD,	2.5939819273469755	0.9101390640094403	0.0037786999154111886
195	Topic8	2.175982637431507	onset	7.261490378425291	0.4504866615427194	0.003769413623000108
605	Topic8	2.1556409780892665	symptom	2.9804267226902694	0.8335404221180653	0.0037341761507335212
1989	Topic8	2.0639212233352744	multivariable	7.366817478286563	0.4271630066247155	0.0035752917519701107
233	Topic8	2.045520903355057	Aggregate	2.5404426129673245	0.8878751461890673	0.0035434172252124603
1867	Topic8	1.9319182696699333	RVPSD)	2.6479222937560496	0.8379146055152538	0.0033466255285990835
799	Topic8	1.919703696132925	agencies,	6.173227356235996	0.46372212643508837	0.0033254664535690183
754	Topic8	1.9062649159131855	based	3.1664066241859348	0.7434792980920755	0.003302186708425194
1539	Topic8	1.881315748447777	1014	3.176017759284232	0.7357317280583876	0.0032589677368631644
591	Topic8	1.8535337234074947	195595	1.8535337234074947	1.0	0.003210841459631016
659	Topic8	1.788370994798605	Predictive	4.387194956472935	0.5686771697387079	0.003097961295651335
411	Topic8	1.7701668634585328	ATRIA	2.466477487281324	0.8296633412819926	0.00306642662276941
1917	Topic8	1.7701668634585328	start	2.466477487281324	0.8296633412819926	0.00306642662276941
258	Topic8	1.753940642976291	Comprising	2.0312907410889056	0.9237588477570883	0.0030383182475078483
990	Topic8	1.747896747848251	sexes	2.676692005626176	0.782873349706994	0.0030278485221342535
1031	Topic8	1.7438164797688707	31,	7.370688747235242	0.3725558500798835	0.0030207803508081883
1899	Topic8	1.7430060087994335	haemostatic	2.252408495446451	0.867649944481661	0.0030193763872559576
199	Topic8	1.6730466341276646	external	6.403535519735561	0.40391656538451404	0.0028981870839002986
472	Topic8	1.6723200863506764	Drug-related	2.35444129815773	0.8244756442558903	0.002896928498909209
1038	Topic8	1.6693106185461262	unit	1.9701220484319715	0.9140321513421055	0.002891715254674025
1569	Topic8	1.6619920199438134	ownership,	3.140668956128314	0.6828887093504074	0.0028790373845484665
1698	Topic8	1.629920947514567	(Episode/Month)	2.1909585757758308	0.8477044184500111	0.002823481271535671
973	Topic8	1.6280686388795356	assessment	1.8574843727500974	0.9314911569627318	0.0028202725522734947
1497	Topic8	1.5947896657167886	(young	4.530172646280277	0.5100271231838432	0.0027626240156348094
1932	Topic8	1.5491169550619985	Obstructive	3.1525380302028823	0.6492525866239945	0.002683506041630788
635	Topic8	1.529169466067329	DCM	1.6582689109409094	0.9577954815603845	0.0026489513832122333
1338	Topic8	1.5192852612531593	)	1.9216541883153417	0.8785570062115081	0.0026318291619048823
1381	Topic8	1.5167720173597825	Combined	3.4732577576838004	0.597640750357461	0.0026274755169783774
462	Topic8	1.512664190635635	second	1.8962077365429895	0.8831273489013424	0.002620359606332508
513	Topic8	1.5123087536374358	(RVR	1.5123087536374358	1.0	0.0026197438895339997
