id	document	topic	plot_x	plot_y	topic_word	words_count
69	69	Antibodies to neuronal antigens in cerebellar syndromes   Sera were screened by routine immunohistochemistry on frozen sections of rat cerebellum and positive staining patterns1 were confirmed, as appropriate, by western blotting on rat cerebellar extracts or recombinant Hu or Yo polypeptides. VGCC antibodies were measured by immunoprecipitation of 125I--conotoxin MVIIC-labelled VGCCs extracted from human cerebellum,  2   and antibodies to glutamic acid decarboxylase measured with a commercial kit  (RSR Ltd, Cardiff, UK) .	0	-1.0354756	4.40404	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	39
70	70	Direct health-care costs attributable to physical inactivity paid by the public sector, private sector, and households, by country and WHO region  (in 1000 Int$, 2013)	5	-2.5905046	3.1024709	[('health', '5.26'), ('countri', '5.26'), ('modern', '5.26'), ('method', '4.45'), ('child', '4.45'), ('develop', '4.05'), ('matern', '3.64'), ('offici', '3.24'), ('assist', '3.24'), ('newborn', '3.24')]	15
71	71	Ranking of research priorities for development of interventions to reduce stillbirths in low-income and middle-income countries	5	-17.567951	2.0229394	[('health', '5.26'), ('countri', '5.26'), ('modern', '5.26'), ('method', '4.45'), ('child', '4.45'), ('develop', '4.05'), ('matern', '3.64'), ('offici', '3.24'), ('assist', '3.24'), ('newborn', '3.24')]	11
72	72	Rankings of research priorities for implementation of interventions to reduce stillbirths in low-income and middle-income countries by 2015	5	-17.549055	2.0284474	[('health', '5.26'), ('countri', '5.26'), ('modern', '5.26'), ('method', '4.45'), ('child', '4.45'), ('develop', '4.05'), ('matern', '3.64'), ('offici', '3.24'), ('assist', '3.24'), ('newborn', '3.24')]	11
73	73	Worldwide official development assistance to maternal, newborn, and child health by type of aid and purpose of projects between 2003 and 2006	5	23.217207	-4.6468215	[('health', '5.26'), ('countri', '5.26'), ('modern', '5.26'), ('method', '4.45'), ('child', '4.45'), ('develop', '4.05'), ('matern', '3.64'), ('offici', '3.24'), ('assist', '3.24'), ('newborn', '3.24')]	11
74	74	Official development assistance to reproductive health to the 74 Countdown priority countries by type of aid and purpose of projects, 200910	5	22.002691	-5.023485	[('health', '5.26'), ('countri', '5.26'), ('modern', '5.26'), ('method', '4.45'), ('child', '4.45'), ('develop', '4.05'), ('matern', '3.64'), ('offici', '3.24'), ('assist', '3.24'), ('newborn', '3.24')]	11
75	75	OPA responses 1 month after booster vaccination with PHiD-CV and DTPa-HBV-IPV/Hib with or without prophylactic administration of paracetamol  (ATP immunogenicity cohort)	0	3.0362647	-19.355001	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	11
76	76	Estimated number of neonatal deaths in 75 countries by region that could be averted by universal  (99% coverage)  delivery of all  *   evidence-based interventions	0	-14.34912	0.52770984	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	13
77	77	Percentage distribution of women in developing countries using modern contraceptives, by type of method, region and subregion, and country income, in 2003, 2008, and 2012	5	-21.332338	-0.514314	[('health', '5.26'), ('countri', '5.26'), ('modern', '5.26'), ('method', '4.45'), ('child', '4.45'), ('develop', '4.05'), ('matern', '3.64'), ('offici', '3.24'), ('assist', '3.24'), ('newborn', '3.24')]	13
78	78	Antipneumococcal IgG antibody responses 1 month after primary vaccination with PHiD-CV, DTPa-HBV-IPV/Hib, and human rotavirus vaccine with or without prophylactic administration of paracetamol  (ATP immunogenicity cohort)	0	2.6721876	-20.79381	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	15
79	79	Estimated annual running costs of delivering treatment interventions for child survival at 2000 coverage levels and universal coverage levels	0	-17.29651	-2.7588596	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	14
80	80	Neglected low-cost opportunities and high-cost interventions in south Asia and sub-Saharan Africa	0	-3.718594	1.7654847	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	10
81	81	Estimates and uncertainty intervals of the number of MWRA  (millions)  aged 1549 years, for total contraceptive use, unmet need, total demand, and unmet need for modern methods, for 2010 and 2015	5	-22.07823	-3.2290306	[('health', '5.26'), ('countri', '5.26'), ('modern', '5.26'), ('method', '4.45'), ('child', '4.45'), ('develop', '4.05'), ('matern', '3.64'), ('offici', '3.24'), ('assist', '3.24'), ('newborn', '3.24')]	18
82	82	Serum-antibody concentrations against capsular polysaccharide of Haemophilus influenzae type b  (PRP)  in Chilean infants given different primary immunisation regimens of PRP-T and PRP-CRM197 conjugate vaccines	0	-1.3042781	1.3570151	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	17
83	83	Estimated odds ratios  (95% CI)  for prevalence of respiratory symptoms and decrease in peak expiratory flow  (PEF)  with increase in air pollutants in children with BHR and relatively low serum total IgE  (n=67)	4	-11.9038925	20.042593	[('year', '5.81'), ('death', '3.91'), ('caus', '3.24'), ('cancer', '2.91'), ('standardis', '2.57'), ('rat', '2.35'), ('relat', '2.12'), ('ratio', '2.01'), ('adjust', '2.01'), ('mortal', '1.90')]	16
84	84	Official development assistance to maternal, newborn, and child health by donor for the 68 Countdown priority countries, 200308	5	23.113148	-6.2968717	[('health', '5.26'), ('countri', '5.26'), ('modern', '5.26'), ('method', '4.45'), ('child', '4.45'), ('develop', '4.05'), ('matern', '3.64'), ('offici', '3.24'), ('assist', '3.24'), ('newborn', '3.24')]	11
85	85	Change in numbers of sexual partners and prevalence of sexual practices, behaviours, and attitudes in Natsal-3 and Natsal-1 relative to Natsal-2, by sex	0	0.008478016	0.61970353	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	13
86	86	Birthweights of children born to mothers with chronic pregnancy-associated P falciparum malariaaccording to mothers' plasma IgG concentration with specificity for type of VSA	0	8.490994	12.735293	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	13
87	87	Estimated odds ratios for prevalence of respiratory symptoms and decrease in peak expiratory flow  (PEF)  with increase in air pollutants in children without BHR but with relatively high serum total IgE  (n=104)	4	-12.01012	20.433084	[('year', '5.81'), ('death', '3.91'), ('caus', '3.24'), ('cancer', '2.91'), ('standardis', '2.57'), ('rat', '2.35'), ('relat', '2.12'), ('ratio', '2.01'), ('adjust', '2.01'), ('mortal', '1.90')]	17
88	88	AUC of the Different Parameters After the Ingestion of a Phenol-Rich Olive Oil Meal  (400 ppm)  as Compared to a Low Phenol Olive Oil Meal  (80 ppm)	0	-20.534351	-16.026335	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	11
89	89	Estimated preterm birth rates and total number of preterm births for 2010, by Millennium Development Goal region	0	-8.6584015	-12.076055	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	12
90	90	Serum concentrations of antibodies against individual pneumococcal vaccine serotypes and protein D one month after the third protein D conjugate vaccine dose and before and 1 month after booster vaccination*	0	4.4226766	-20.407314	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	16
91	91	Estimated odds ratios  (95% CI)  for prevalence of respiratory symptoms and decrease in peak expiratory flow  (PEF)  with increase in air pollutants in children with BHR and relatively high serum total IgE  (n=121)	4	-12.01012	20.433084	[('year', '5.81'), ('death', '3.91'), ('caus', '3.24'), ('cancer', '2.91'), ('standardis', '2.57'), ('rat', '2.35'), ('relat', '2.12'), ('ratio', '2.01'), ('adjust', '2.01'), ('mortal', '1.90')]	17
92	92	Antibody responses after primary vaccination with PHiD-CV, DTPa-HBV-IPV/Hib, and human rotavirus vaccine with or without prophylactic administration of paracetamol  (ATP immunogenicity cohort)	0	2.0787945	-21.016867	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	14
93	93	Percentage of ever-partnered women reporting selected symptoms of ill health  *   according to experience of physical or sexual violence, or both, by an intimate partner, by site	0	-0.4543475	2.434943	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	15
94	94	Median price ratios  *   of originator brands and lowest-priced generics in the private sector, and of lowest-priced generics in the public sector, by WHO Region	0	-3.5157309	3.7775009	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	16
95	95	Antibody responses after booster vaccination with PHiD-CV and DTPa-HBV-IPV/Hib with or without prophylactic antipyretic administration  (ATP immunogenicity cohort)	0	2.3297105	-18.997578	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	11
96	96	Comparison of mean adjusted death rate, mean number of acute-care hospital beds, mean number of surgeons, and mean total Medicare-enrollee reimbursements by regions of high, middle, and low adjusted surgical intensity at the end of life	4	-8.250326	-6.051169	[('year', '5.81'), ('death', '3.91'), ('caus', '3.24'), ('cancer', '2.91'), ('standardis', '2.57'), ('rat', '2.35'), ('relat', '2.12'), ('ratio', '2.01'), ('adjust', '2.01'), ('mortal', '1.90')]	26
97	97	OPA responses 1 month after primary vaccination with PHiD-CV, DTPa-HBV-IPV/Hib, and human rotavirus vaccine with or without prophylactic administration of paracetamol  (ATP immunogenicity cohort)	0	2.0602694	-20.466507	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	14
98	98	Proportion of women with polycystic ovaries, mother's weight, body-mass index, and mean concentrations of plasma LH and testosterone according to birthweight among women whose mothers' weight in pregnancy was above 58 kg  (median)	0	8.837731	13.358586	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	20
99	99	Analysis of association between receipt of financial assistance from Janani Suraksha Yojana and intervention coverage and health outcomes by use of three analytical approaches at the national level	0	29.017776	-3.3359551	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	16
100	100	Treatment efficacy at week 36 for the modified intention-to-treat population in the open-label period and at week 88 for the modified intention-to-treat subpopulations in the double-blind period	0	-17.807772	12.390129	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	18
101	101	Overview of treatment-emergent adverse events grade 12  (occurring in 10% of patients) , all grade 3 and worse adverse events, and all serious adverse events	1	-27.311901	16.186436	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	14
102	102	Most common adverse events, grade 3 or worse adverse events, and serious adverse events during the overall treatment period  (neoadjuvant and adjuvant)	1	-26.28798	16.45642	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	14
103	103	Drug-related adverse events occurring at any grade in at least 10% of patients, or at grade 3 or higher in any patients in either group, from the start of treatment to 30 days after the end of treatment  (safety population)	1	-30.303911	16.434568	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	17
104	104	Drug-related treatment-emergent adverse events by MedDRA system organ class and preferred term in the first on-study chemotherapy cycle  (safety population)	1	-23.330067	8.52554	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	16
105	105	Treatment-emergent adverse events and treatment-emergent drug-related adverse events  *    (safety population)	1	-24.508335	11.89972	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	12
106	106	Adverse events  (any grade)  experienced by 15% or more of patients in either treatment group, and CTCAE grade 3 or higher events occurring in 3% or more of patients in either group	1	-29.040808	16.390854	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	14
107	107	MedDRA Summary of Treatment Emergent Adverse Events Occurring in >3% in Either Treatment Group by Primary System Organ Class and Preferred Term: All Subjects Population	1	-21.486744	13.831818	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	16
108	108	Safety endpoints and treatment-emergent adverse events of special interest, by treatment assignment over weeks 010  (study part 1)  and weeks 1020  (study part 2)	1	-21.473368	15.612822	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	13
109	109	Treatment-emergent adverse events possibly or probably related to treatment in at least 1% of patients  (intention-to-treat population)	1	-25.165108	10.395507	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	12
110	110	Treatment-emergent adverse events occurring in 10% or more of patients in either group during the double-blind period  (safety population)	1	-20.90784	11.704739	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	12
111	111	Treatment-emergent adverse events in every treatment group during the 12-week treatment period  (safety population)	1	-22.758022	12.848869	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	11
112	112	Grade 12 adverse events occurring in 10% or more of patients and all grade 35 adverse events in the fulvestrant plus palbociclib safety population  (all causalities and all cycles)	1	-30.42213	13.267785	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	15
113	113	Treatment-emergent adverse events reported by 2% of patients in either treatment group during the double-blind maintenance period	1	-21.629179	12.275166	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	12
114	114	Overall Incidence of AEs, Discontinuations Due to AEs, and AEs Occurring in 2% of Patients During the Double-Blind Treatment Period  (Safety Population, n = 672)	1	-19.630756	11.248892	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	10
115	115	Recurrence-free survival, distant metastasis-free survival, and overall survival in the intention-to-treat population	0	-17.219631	7.4892497	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	12
116	116	All serious adverse events, adverse events occurring in 10% or more of patients in any treatment group, and adverse events of special interest	1	-25.819176	14.79918	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	11
117	117	Most common adverse events leading to everolimus and exemestane discontinuation, dose adjustment, or dose interruption, with suspected relation to everolimus  (safety population, n=92)	1	-25.703272	7.5819693	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	16
118	118	Adverse events  *   of more than 2% difference between treatment groups  (for all grade adverse events)  and adverse events of CTC grade 3  (EFS population)	1	-26.936459	15.245833	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	12
119	119	Serious adverse events and most common adverse events related or possibly related to treatment  (ITT population)	1	-26.288727	11.705716	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	10
120	120	Treatment-related adverse events of any grade reported in at least 10% of patients and all grade 34 events in 78 patients who received nivolumab	1	-29.286276	14.88415	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	12
121	121	Treatment-emergent adverse events group in all participants who received 1 dose of study drug  (occurring in 5% in either treatment)	1	-20.64537	9.400963	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	12
122	122	Treatment-emergent adverse events, irrespective of association with study drug, by preferred term  *   and treatment  (safety set)	1	-22.31138	9.120638	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	12
123	123	Most common adverse events by treatment group, reported by 15% of patients at any grade or by 3% of patients at grade 3 severity  (safety population)   *	1	-30.450489	14.923036	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	13
124	124	Drug-related adverse events  (10% of patients in either treatment group with grade 12 and all grade 3 adverse events; NCI CTCAE 3.0)	1	-28.13013	14.805868	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	12
125	125	Treatment-related select adverse events and treatment-related adverse events leading to discontinuation of both study drugs	1	-26.019478	12.569645	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	13
126	126	Summary of total adverse events and treatment-related adverse events through week 96 in the safety maintenance population	1	-26.92856	11.544913	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	12
127	127	Grade 3 or 4 and serious adverse events and reactions, and adverse events leading to quinacrine discontinuation or dose reduction	1	-28.77228	12.1355095	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	11
128	128	Overall survival in all randomly allocated patients who received at least one dose of study treatment in the intention-to-treat population	6	-18.064632	8.134286	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	12
129	129	Adverse events reported by 10% or more patients for grades 1 and 2 and all adverse events for grades 35  (safety population)	1	-29.441854	13.692822	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	10
130	130	Adverse events of 10% incidence in either treatment group or grade 3, 4 adverse events of 05% incidence in either treatment group  (safety set)	1	-24.489944	15.33626	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	12
131	131	Drug-related adverse events  (10% of patients in either treatment group with grade 12 and all grade 3 adverse events) .	1	-27.98305	14.47362	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	11
132	132	Grade 3 and 4 adverse events  *   experienced by 2% or more of patients and adverse events leading to treatment discontinuation, after randomisation to rituximab maintenance or observation	1	-28.192528	12.910984	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	14
133	133	Common adverse events  (10% in either treatment group)  reported up to 28 days after study drug discontinuation  (safety population)	1	-23.048763	10.430488	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	12
134	134	Treatment-emergent adverse events  (MedDRA HLT or PT)  occurring in 5% or more of patients in the placebo or combined dupilumab doses groups  *	1	-20.174118	13.099814	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	12
135	135	Overview of incidence of treatment-emergent adverse events by treatment at adverse event onset by system organ class	1	-24.62913	13.207369	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	12
136	136	Overall incidence of treatment-emergent adverse events occurring in 10% or more of patients who received one or more doses of study drug	1	-20.029974	9.165945	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	12
137	137	Overview of adverse events, classified by Common Terminology Criteria for Adverse Events  (version 3.0)  in all patients who received at least one dose of study drug	1	-24.691475	17.682697	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	15
138	138	Incidence of grade 35 adverse events occurring in 2% or more of patients given chemotherapy with or without bevacizumab after disease progression following first-line bevacizumab-based treatment  (safety population  *  )	1	-30.011292	9.895493	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	18
139	139	Treatment-emergent adverse events leading to discontinuation of treatment  (intention-to-treat population)	1	-24.363089	10.457536	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	10
140	140	Virological response over time  (RVR and SVR12) , and on-treatment failure and relapse, according to treatment group in the intention-to-treat population	0	-17.724724	10.485872	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	12
141	141	Most common  (10%)  treatment-emergent adverse events by study group and preferred term  (safety population)	1	-22.31042	9.96446	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	11
