id	document	topic	topic_prob	topic_word	plot_x	plot_y	td_x	td_y	td_z
90	90	Serum concentrations of antibodies against individual pneumococcal vaccine serotypes and protein D one month after the third protein D conjugate vaccine dose and before and 1 month after booster vaccination*	6	16	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	4.4226766	-20.407314	-78.238594	-86.4472	-115.98626
91	91	Estimated odds ratios  (95% CI)  for prevalence of respiratory symptoms and decrease in peak expiratory flow  (PEF)  with increase in air pollutants in children with BHR and relatively high serum total IgE  (n=121)	1	17	intervent(19),modern(13),women(12),method(12),estim(12),level(11),incom(11),high(9),countri(9),region(8)	-12.01012	20.433084	1.4944384	50.464275	-135.19801
92	92	Antibody responses after primary vaccination with PHiD-CV, DTPa-HBV-IPV/Hib, and human rotavirus vaccine with or without prophylactic administration of paracetamol  (ATP immunogenicity cohort)	6	14	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	2.0787945	-21.016867	-54.39357	-70.18282	-72.56728
93	93	Percentage of ever-partnered women reporting selected symptoms of ill health  *   according to experience of physical or sexual violence, or both, by an intimate partner, by site	1	14	intervent(19),modern(13),women(12),method(12),estim(12),level(11),incom(11),high(9),countri(9),region(8)	-0.4543475	2.434943	-55.58724	-134.02652	0.7803501
94	94	Median price ratios  *   of originator brands and lowest-priced generics in the private sector, and of lowest-priced generics in the public sector, by WHO Region	1	16	intervent(19),modern(13),women(12),method(12),estim(12),level(11),incom(11),high(9),countri(9),region(8)	-3.5157309	3.7775009	5.112251	-63.185272	-146.95416
95	95	Antibody responses after booster vaccination with PHiD-CV and DTPa-HBV-IPV/Hib with or without prophylactic antipyretic administration  (ATP immunogenicity cohort)	6	11	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	2.3297105	-18.997578	-25.817379	-90.96351	-85.75345
96	96	Comparison of mean adjusted death rate, mean number of acute-care hospital beds, mean number of surgeons, and mean total Medicare-enrollee reimbursements by regions of high, middle, and low adjusted surgical intensity at the end of life	1	16	intervent(19),modern(13),women(12),method(12),estim(12),level(11),incom(11),high(9),countri(9),region(8)	-8.250326	-6.051169	51.264557	76.87509	43.634293
97	97	OPA responses 1 month after primary vaccination with PHiD-CV, DTPa-HBV-IPV/Hib, and human rotavirus vaccine with or without prophylactic administration of paracetamol  (ATP immunogenicity cohort)	6	14	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	2.0602694	-20.466507	-66.7141	-58.70279	-96.02345
98	98	Proportion of women with polycystic ovaries, mother's weight, body-mass index, and mean concentrations of plasma LH and testosterone according to birthweight among women whose mothers' weight in pregnancy was above 58 kg  (median)	1	17	intervent(19),modern(13),women(12),method(12),estim(12),level(11),incom(11),high(9),countri(9),region(8)	8.837731	13.358586	-10.182624	80.178085	14.84843
99	99	Analysis of association between receipt of financial assistance from Janani Suraksha Yojana and intervention coverage and health outcomes by use of three analytical approaches at the national level	1	14	intervent(19),modern(13),women(12),method(12),estim(12),level(11),incom(11),high(9),countri(9),region(8)	29.017776	-3.3359551	20.902262	-63.642384	174.28773
100	100	Treatment efficacy at week 36 for the modified intention-to-treat population in the open-label period and at week 88 for the modified intention-to-treat subpopulations in the double-blind period	6	17	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-17.807772	12.390129	-9.899911	-60.5823	5.320809
101	101	Overview of treatment-emergent adverse events grade 12  (occurring in 10% of patients) , all grade 3 and worse adverse events, and all serious adverse events	6	14	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-27.311901	16.186436	39.75065	172.92422	-18.467102
102	102	Most common adverse events, grade 3 or worse adverse events, and serious adverse events during the overall treatment period  (neoadjuvant and adjuvant)	6	14	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-26.28798	16.45642	-22.824	-99.18817	146.18619
103	103	Drug-related adverse events occurring at any grade in at least 10% of patients, or at grade 3 or higher in any patients in either group, from the start of treatment to 30 days after the end of treatment  (safety population)	6	17	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-30.303911	16.434568	-86.78979	-69.546326	69.6129
104	104	Drug-related treatment-emergent adverse events by MedDRA system organ class and preferred term in the first on-study chemotherapy cycle  (safety population)	6	16	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-23.330067	8.52554	-8.554949	-133.59236	31.924837
105	105	Treatment-emergent adverse events and treatment-emergent drug-related adverse events  *    (safety population)	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-24.508335	11.89972	160.74573	85.74965	-41.621216
106	106	Adverse events  (any grade)  experienced by 15% or more of patients in either treatment group, and CTCAE grade 3 or higher events occurring in 3% or more of patients in either group	6	14	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-29.040808	16.390854	-57.059147	-61.697773	95.67917
107	107	MedDRA Summary of Treatment Emergent Adverse Events Occurring in >3% in Either Treatment Group by Primary System Organ Class and Preferred Term: All Subjects Population	6	15	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-21.486744	13.831818	-39.735306	-117.89273	36.001595
108	108	Safety endpoints and treatment-emergent adverse events of special interest, by treatment assignment over weeks 010  (study part 1)  and weeks 1020  (study part 2)	6	11	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-21.473368	15.612822	-42.395885	-151.24292	90.611824
109	109	Treatment-emergent adverse events possibly or probably related to treatment in at least 1% of patients  (intention-to-treat population)	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-25.165108	10.395507	-75.223915	-104.02365	40.975704
110	110	Treatment-emergent adverse events occurring in 10% or more of patients in either group during the double-blind period  (safety population)	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-20.90784	11.704739	-33.43642	-61.74926	51.602
111	111	Treatment-emergent adverse events in every treatment group during the 12-week treatment period  (safety population)	6	11	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-22.758022	12.848869	-11.665217	120.69797	107.71959
112	112	Grade 12 adverse events occurring in 10% or more of patients and all grade 35 adverse events in the fulvestrant plus palbociclib safety population  (all causalities and all cycles)	6	15	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-30.42213	13.267785	28.087809	-113.73861	136.01912
113	113	Treatment-emergent adverse events reported by 2% of patients in either treatment group during the double-blind maintenance period	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-21.629179	12.275166	-12.110555	-70.78907	66.681015
114	114	Overall Incidence of AEs, Discontinuations Due to AEs, and AEs Occurring in 2% of Patients During the Double-Blind Treatment Period  (Safety Population, n = 672)	6	10	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-19.630756	11.248892	-27.410706	-49.855736	29.970627
115	115	Recurrence-free survival, distant metastasis-free survival, and overall survival in the intention-to-treat population	6	6	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-17.219631	7.4892497	20.266533	-31.733803	65.00096
116	116	All serious adverse events, adverse events occurring in 10% or more of patients in any treatment group, and adverse events of special interest	6	10	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-25.819176	14.79918	-26.484365	-80.33704	114.67628
117	117	Most common adverse events leading to everolimus and exemestane discontinuation, dose adjustment, or dose interruption, with suspected relation to everolimus  (safety population, n=92)	6	15	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-25.703272	7.5819693	-59.463516	-29.446886	136.46233
118	118	Adverse events  *   of more than 2% difference between treatment groups  (for all grade adverse events)  and adverse events of CTC grade 3  (EFS population)	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-26.936459	15.245833	2.743127	-86.23605	130.2508
119	119	Serious adverse events and most common adverse events related or possibly related to treatment  (ITT population)	6	10	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-26.288727	11.705716	-137.17339	-77.26006	-83.46128
120	120	Treatment-related adverse events of any grade reported in at least 10% of patients and all grade 34 events in 78 patients who received nivolumab	6	11	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-29.286276	14.88415	-44.00022	-28.227907	84.42192
121	121	Treatment-emergent adverse events group in all participants who received 1 dose of study drug  (occurring in 5% in either treatment)	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-20.64537	9.400963	-53.2513	-119.2543	73.523735
122	122	Treatment-emergent adverse events, irrespective of association with study drug, by preferred term  *   and treatment  (safety set)	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-22.31138	9.120638	-20.450197	-126.10559	64.14651
123	123	Most common adverse events by treatment group, reported by 15% of patients at any grade or by 3% of patients at grade 3 severity  (safety population)   *	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-30.450489	14.923036	-67.82101	-39.997795	68.56709
124	124	Drug-related adverse events  (10% of patients in either treatment group with grade 12 and all grade 3 adverse events; NCI CTCAE 3.0)	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-28.13013	14.805868	-2.4725845	-159.66518	78.33685
125	125	Treatment-related select adverse events and treatment-related adverse events leading to discontinuation of both study drugs	6	13	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-26.019478	12.569645	3.9675646	-142.98471	110.44266
126	126	Summary of total adverse events and treatment-related adverse events through week 96 in the safety maintenance population	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-26.92856	11.544913	17.795362	-77.76881	94.88107
127	127	Grade 3 or 4 and serious adverse events and reactions, and adverse events leading to quinacrine discontinuation or dose reduction	6	11	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-28.77228	12.1355095	-28.869259	-43.451965	126.73858
128	128	Overall survival in all randomly allocated patients who received at least one dose of study treatment in the intention-to-treat population	6	8	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-18.064632	8.134286	-0.4818463	-31.309786	47.776688
129	129	Adverse events reported by 10% or more patients for grades 1 and 2 and all adverse events for grades 35  (safety population)	6	10	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-29.441854	13.692822	88.109085	-52.96392	-142.98737
130	130	Adverse events of 10% incidence in either treatment group or grade 3, 4 adverse events of 05% incidence in either treatment group  (safety set)	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-24.489944	15.33626	-4.8374634	-107.74614	98.5937
131	131	Drug-related adverse events  (10% of patients in either treatment group with grade 12 and all grade 3 adverse events) .	6	11	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-27.98305	14.47362	98.234505	113.98738	88.843765
132	132	Grade 3 and 4 adverse events  *   experienced by 2% or more of patients and adverse events leading to treatment discontinuation, after randomisation to rituximab maintenance or observation	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-28.192528	12.910984	-16.724594	-49.920605	97.48475
133	133	Common adverse events  (10% in either treatment group)  reported up to 28 days after study drug discontinuation  (safety population)	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-23.048763	10.430488	151.16594	64.53972	2.7092843
134	134	Treatment-emergent adverse events  (MedDRA HLT or PT)  occurring in 5% or more of patients in the placebo or combined dupilumab doses groups  *	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-20.174118	13.099814	-47.50016	-88.64067	63.29764
135	135	Overview of incidence of treatment-emergent adverse events by treatment at adverse event onset by system organ class	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-24.62913	13.207369	-39.527584	-113.82648	109.86447
136	136	Overall incidence of treatment-emergent adverse events occurring in 10% or more of patients who received one or more doses of study drug	6	12	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-20.029974	9.165945	92.04452	131.41872	-105.190765
137	137	Overview of adverse events, classified by Common Terminology Criteria for Adverse Events  (version 3.0)  in all patients who received at least one dose of study drug	6	13	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-24.691475	17.682697	-17.923548	-38.577984	163.80186
138	138	Incidence of grade 35 adverse events occurring in 2% or more of patients given chemotherapy with or without bevacizumab after disease progression following first-line bevacizumab-based treatment  (safety population  *  )	6	13	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-30.011292	9.895493	-67.79944	-64.521164	36.227413
139	139	Treatment-emergent adverse events leading to discontinuation of treatment  (intention-to-treat population)	6	10	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-24.363089	10.457536	41.066574	-43.724243	-149.2119
140	140	Virological response over time  (RVR and SVR12) , and on-treatment failure and relapse, according to treatment group in the intention-to-treat population	6	9	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-17.724724	10.485872	12.910635	-90.08969	7.7581263
141	141	Most common  (10%)  treatment-emergent adverse events by study group and preferred term  (safety population)	6	11	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-22.31042	9.96446	137.85402	91.08678	-4.6764817
142	142	Overview of treatment-emergent adverse events  (MedDRA preferred terms)  and injection-site reactions  (MeDRA high-level terms)  in the safety population	6	14	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-22.298296	7.391528	3.0044787	-103.58181	46.425518
143	143	Treatment-emergent adverse events leading to discontinuation of study drug in the safety population  (n=2485)	6	10	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-23.509502	9.923717	9.342818	-45.284393	118.892365
144	144	Patients with any adverse event and with grade 34 adverse events related to study treatment  (2-weekly regimen)	6	11	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-27.111967	13.476969	18.096422	-137.6878	70.62929
145	145	Incidence of prespecified treatment-emergent adverse events  (preferred terms)  during the double-blind period  (safety population, n=515)	6	13	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-21.157463	10.8158455	-21.826189	-82.65681	33.375397
146	146	Serious adverse events in any treatment group and treatment-emergent adverse events occurring in 5% or more of patients	6	10	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-24.501823	13.923093	-32.228672	-91.05043	88.27488
147	147	Treatment-emergent adverse events of any grade reported in at least 10% of patients in either group in the safety population	6	10	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-22.847206	11.61001	42.40546	86.779625	82.26472
148	148	Proportion of participants experiencing at least one grade 35 adverse event by 52 weeks that was possibly, probably, or definitely related to study treatment using a modified intention-to-treat analysis for a model based on the raw dataset and imputed dataset	6	13	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-27.00402	9.3539295	32.66818	-17.991743	138.1628
149	149	Treatment-related adverse events occurring in 5% of patients in either group from start of treatment to 30 days after end of treatment  (safety population)   *	6	13	event(78),advers(70),treatment(66),grade(30),group(29),popul(28),patient(26),safeti(22),emerg(22),relat(17)	-23.073895	13.914551	-82.07768	-95.31903	81.88154
150	150	Early Clopidogrel and Glycoprotein IIb/IIIa Inhibitor Use in Patients Managed With Early Invasive Strategy  (Cath 48 h From Admission)  Versus Conservative Care  (Cath >48 h After Admission or No Cath)	7	14	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	-1.956988	-12.557741	-58.659092	-27.56949	-5.3935885
151	151	Patients With Standardized Criteria for Urgent and Elective Coronary Angiogram, and Rates of Urgent PTCA and CABG Among These Patients During the 28 Days Following Onset of Unstable Angina, by Type of Hospital	7	18	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	-3.624607	-6.806093	-154.94972	62.98452	72.62181
152	152	Procedures, Complications and Clinical Outcomes of Patients at Hospital Discharge in Invasive and Conservative Therapy Groups Following Matching by Propensity Analysis	7	14	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	-0.02212783	-11.170182	-62.316483	57.23339	-2.9421356
153	153	A Summary of Time Frames of PTCA, Surgery, Antiplatelet Therapy and Complications in Patients Who Experienced Major Complications After Noncardiac Surgery Preceded by Intracoronary Stent Placement legend	7	14	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	-1.8378034	-7.781267	-144.40042	19.805029	40.19138
154	154	Effect of Intravenous Losartan  (1.0 mg/kg + 0.03 mg/kg/min) , EXP3174  (0.1 mg/kg + 0.01 mg/kg/min) , Captopril  (1.0 mg/kg + 0.5 mg/kg/h)  or Vehicle on Cardiac Electrophysiologic Parameters in Postinfarction Dogs legend	7	9	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	8.173837	-6.2960534	161.79013	36.03386	-34.203888
155	155	Plasma Renin Activities in Postinfarction Dogs Administered Intravenous Losartan  (1.0 mg/kg + 0.03 mg/kg/min) , EXP3174  (0.1 mg/kg + 0.01 mg/kg/min) , Captopril  (1.0 mg/kg + 0.5 mg/kg/h)  or Vehicle legend	7	7	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	7.991366	-6.0208135	32.422188	36.198986	-75.51552
156	156	Effect of Intravenous Losartan  (1.0 mg/kg + 0.03 mg/kg/min) , EXP3174  (0.1 mg/kg + 0.01 mg/kg/min) , Captopril  (1.0 mg/kg + 0.5 mg/kg/h)  or Vehicle on the Incidence of Lethal Ischemic Arrhythmias Developing in Response to Secondary Acute Posterolateral Myocardial Ischemia in Postinfarction Dogs	7	15	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	7.9585066	-7.4027023	12.576721	20.99649	-96.52471
157	157	Initial Procedural Outcome  (Among 608 CABG and PTCA Patients With IR Intended and 579 PTCA Patients With CR Intended if Randomized to PTCA Who Received Their Assigned Treatment)  legend	7	16	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	-3.8647473	-11.624153	-104.55032	-14.466545	80.98521
158	158	Ischemic and Bleeding Outcomes 12 to 30 Months After Coronary Stent Treatment in all Randomized Patients, Stratified by Presentation With Versus Without Acute Myocardial Infarction	7	15	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	5.022937	-13.00042	4.861637	80.46984	95.91874
159	159	Death, MI, or Refractory Ischemia or Major Bleeding in Patients Undergoing PCI by Loading Dose of Clopidogrel or Type of GP IIb/IIIa Inhibitor	7	12	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	-5.771374	-2.8904219	-35.18372	-46.5638	-38.31074
160	160	Procedures, Complications and Clinical Outcomes of Patients at Hospital Discharge in Invasive and Conservative Therapy Groups *	7	11	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	0.020677797	-10.99022	-43.433575	49.456886	3.8551614
161	161	Effect of Intravenous Losartan  (1.0 mg/kg + 0.03 mg/kg/min) , EXP3174  (0.1 mg/kg + 0.01 mg/kg/min) , Captopril  (1.0 mg/kg + 0.5 mg/kg/h)  or Vehicle on Sinus Heart Rate, Mean Arterial Pressure and Electrocardiographic Intervals in Postinfarction Dogs legend	7	8	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	8.8491335	-6.2883306	9.212992	54.483276	-83.74005
162	162	Intraoperative and Postoperative Complications for Patients Undergoing Off-Pump and On-Pump CABG Surgery in New York State, 19972000	7	11	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	-0.65698373	-6.712847	-167.89	-14.26144	24.236244
163	163	Risk of THV Thrombosis in Relation to Post-TAVR Antithrombotic Therapy Until 1- to 3-Month Post-TAVR Follow-Up  (Routine Follow-Up Visit 1)	3	7	risk(49),score(37),stroke(27),associ(19),factor(19),patient(17),ischaem(14),vasc(14),accord(13),studi(12)	-2.4778392	-2.888408	37.38877	-11.962232	182.41609
164	164	Death, MI, Refractory Ischemia, Major Bleeding, and Net Clinical Outcome at 30 Days in Those Treated With a GP IIb/IIIa Inhibitor	7	10	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	-5.6599603	-2.838925	-24.70516	-28.941689	-47.271442
165	165	In-Hospital Course of Patients With Acute Myocardial Infarction and Cardiogenic Shock Treated With or Without Intraaortic Balloon Counterpulsation	7	11	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	3.3229291	-9.890423	-46.608166	60.310684	43.59511
166	166	Sensitivity analysis and 1-year mortality in all patients and in patients who survived until day 14, day 30, day 60, and day 90 after acute myocardial infarction  (AMI)	7	6	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	2.9487848	-8.415739	-47.609566	52.281864	78.677864
167	167	Mortality Over Time Among All Patients in PCI Studies Randomizing Patients to Standard Therapy or Standard Therapy Plus Abciximab With a 12-h Infusion After PCI  (Excludes Patients Not Randomized to a Common Intervention [EPISTENT PTCA/Abciximab Group])  legend	7	18	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	0.85100985	-13.192169	-74.89852	52.5524	105.48397
168	168	Community Hospital Complications of Patients With Acute Myocardial Infarction and Cardiogenic Shock Treated With or Without Intraaortic Balloon Counterpulsation	7	12	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	3.1937501	-10.052917	-62.044724	45.109272	41.949123
169	169	Neurological presentations of 424 patients with gluten sensitivity, who presented with neurological dysfunction and were seen in the gluten sensitivity/neurology clinic, in Sheffield, UK, from 1994 to 2009	7	14	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	-5.522581	-8.566127	-21.16466	7.6928496	156.74998
170	170	Revascularization Procedures in Post-Lytic NQMI Patients Randomized to Invasive  (INV)  or Conservative  (CON)  Management Strategies legend	7	11	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	5.2870045	-6.2645507	-102.48308	-46.123844	95.32842
171	171	Early and Late Outcomes of Hospital Survivors of AMI and Cardiogenic Shock According To Myocardial Infarction Type	7	10	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	4.273357	-10.380496	-49.140297	18.077936	26.374868
172	172	In-Hospital Outcomes of Elderly Patients  (65 years old)  With or Without Previous Angina 48 Hours Before Acute Myocardial Infarction	7	10	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	3.2955024	-7.8630877	-34.295544	33.98275	61.664005
173	173	Clinical Outcomes at 30 Days According to Consistent Therapy on Enoxaparin Versus Switch From Enoxaparin to Bivalirudin	7	11	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	-0.56705207	-8.836268	6.962428	17.01085	25.95848
174	174	Clinical Outcomes Stratified by Stent Type and Peri-Procedure Administration of Platelet Glycoprotein IIb/IIIa Inhibitors	7	11	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	-2.2301698	-10.107738	-85.296	-57.096615	-48.92402
175	175	In-Hospital Bleeding Complications of Patients With ST Segment Elevation Myocardial Infarction According to Thrombolytic and Antithrombin Therapy	7	12	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	0.9724355	-9.171196	-20.734694	38.461494	26.605436
176	176	Comparison of Admitting Diagnosis and Initial Hospital Bed Assignments of 29,585 Patients With LBBB and Acute MI in the National Registry for Myocardial Infarction 2  (June 1, 1994March 31, 1998)  legend	7	15	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	6.601537	-10.435191	-97.50661	31.820002	67.0635
177	177	30-Day and Long-Term Reinfarction According to Degree of ST-Segment Resolution at 90 Min and 4 Hours After Initiation of Reperfusion Therapy	7	8	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	-2.8786535	-1.489007	15.691856	-39.81344	-15.620578
178	178	Comparison of Treatments Received by 29,585 Patients With Acute MI and LBBB With and Without Chest Pain in the National Registry for Myocardial Infarction 2  (June 1, 1994March 31, 1998)  legend legend	7	16	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	6.678444	-10.46326	-109.0624	49.79046	62.36812
179	179	Clinical Outcomes at Day 9 in Patients Undergoing Early PCI  (Within 24 h of Randomization)	7	6	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	0.012133369	-5.400192	-21.337042	-73.7214	-124.58043
180	180	Serial Electrocardiographic Changes in Patients With Suspected Acute Myocardial Infarction Who Were Not Receive Randomized to Prehospital Versus In-Hospital Thrombolysis	7	10	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	4.4600224	-8.681277	-63.21924	16.157658	61.932064
181	181	Clinical Outcomes at 30 Days in Patients With ST Segment Elevation Myocardial Infarction According to Thrombolytic and Antithrombin Therapy	7	12	patient(57),outcom(24),hospit(22),clinic(21),acut(21),legend(20),myocardi(18),infarct(17),therapi(13),versus(11)	0.8223822	-9.069838	-5.6077123	44.365433	41.719524
